participant,group,item,type,clause,gap,condition,judgment,rt,proficiency
L2_13,L2_English,13,critical_wanna,1,1,a,1,0.505144835,28
L2_13,L2_English,13,filler_ellipsis,1,1,VPE-C,1,0.80526495,28
L2_13,L2_English,13,filler_null,na,na,no_null,1,0.036959887,28
L2_13,L2_English,14,critical_wanna,1,2,b,0,0.706344843,28
L2_13,L2_English,14,filler_ellipsis,2,1,Gapping-C,0,0.120844841,28
L2_13,L2_English,14,filler_null,na,na,null_subject,1,0.689181089,28
L2_13,L2_English,15,critical_wanna,2,1,c,1,1.120380878,28
L2_13,L2_English,15,filler_ellipsis,1,2,VPE-A,1,8.994601011,28
L2_13,L2_English,15,filler_null,na,na,null_object,1,0.237433195,28
L2_13,L2_English,16,critical_wanna,2,2,d,0,2.309965849,28
L2_13,L2_English,16,filler_ellipsis,2,2,Gapping-A,0,0.435443878,28
L2_13,L2_English,16,filler_null,na,na,no_null,1,0.521593809,28
L2_13,L2_English,17,critical_wanna,1,1,a,1,0.571596861,28
L2_13,L2_English,17,filler_ellipsis,1,1,VPE-C,1,0.605215073,28
L2_13,L2_English,17,filler_null,na,na,null_subject,1,0.551976204,28
L2_13,L2_English,18,critical_wanna,1,2,b,0,0.623023987,28
L2_13,L2_English,18,filler_ellipsis,2,1,Gapping-C,0,3.914549112,28
L2_13,L2_English,18,filler_null,na,na,null_object,1,0.739473104,28
L2_13,L2_English,19,critical_wanna,2,1,c,0,1.521326065,28
L2_13,L2_English,19,filler_ellipsis,1,2,VPE-A,0,0.605532885,28
L2_13,L2_English,20,critical_wanna,2,2,d,1,1.036686897,28
L2_13,L2_English,20,filler_ellipsis,2,2,Gapping-A,0,1.17078805,28
L2_13,L2_English,21,filler_ellipsis,1,1,VPE-C,1,0.171175003,28
L2_13,L2_English,22,filler_ellipsis,2,1,Gapping-C,1,0.605161905,28
L2_13,L2_English,23,filler_ellipsis,1,2,VPE-A,1,0.421934128,28
L2_13,L2_English,24,filler_ellipsis,2,2,Gapping-A,0,0.505057096,28
L2_14,L2_English,1,critical_wanna,1,2,b,0,2.942290068,34
L2_14,L2_English,1,filler_ellipsis,2,1,Gapping-C,1,0.054307938,34
L2_14,L2_English,1,filler_null,na,na,null_subject,0,0.956538916,34
L2_14,L2_English,1,filler_ungrammatical,na,na,na,0,7.057005882,34
L2_14,L2_English,2,critical_wanna,2,1,c,1,0.906714916,34
L2_14,L2_English,2,filler_ellipsis,1,2,VPE-A,9,4.114948034,34
L2_14,L2_English,2,filler_null,na,na,null_object,1,0.170740128,34
L2_14,L2_English,2,filler_ungrammatical,na,na,na,0,4.733518124,34
L2_14,L2_English,3,critical_wanna,2,2,d,1,3.443813086,34
L2_14,L2_English,3,filler_ellipsis,2,2,Gapping-A,0,2.059530973,34
L2_14,L2_English,3,filler_null,na,na,no_null,0,2.812077045,34
L2_14,L2_English,3,filler_ungrammatical,na,na,na,0,4.716167927,34
L2_14,L2_English,4,critical_wanna,1,1,a,0,2.544214964,34
L2_14,L2_English,4,filler_ellipsis,1,1,VPE-C,1,2.293549061,34
L2_14,L2_English,4,filler_null,na,na,null_subject,0,4.315357924,34
L2_14,L2_English,4,filler_ungrammatical,na,na,na,0,3.94767189,34
L2_14,L2_English,5,critical_wanna,1,2,b,0,2.677742004,34
L2_14,L2_English,5,filler_ellipsis,2,1,Gapping-C,9,1.624464989,34
L2_14,L2_English,5,filler_null,na,na,null_object,1,3.095499039,34
L2_14,L2_English,5,filler_ungrammatical,na,na,na,1,5.686079025,34
L2_14,L2_English,6,critical_wanna,2,1,c,0,3.564182043,34
L2_14,L2_English,6,filler_ellipsis,1,2,VPE-A,0,0.037194014,34
L2_14,L2_English,6,filler_null,na,na,no_null,0,0.137856007,34
L2_14,L2_English,6,filler_ungrammatical,na,na,na,1,4.496153831,34
L2_14,L2_English,7,critical_wanna,2,2,d,1,5.18484211,34
L2_14,L2_English,7,filler_ellipsis,2,2,Gapping-A,1,0.75594306,34
L2_14,L2_English,7,filler_null,na,na,null_subject,1,1.291661024,34
L2_14,L2_English,8,critical_wanna,1,1,a,1,0.702480078,34
L2_14,L2_English,8,filler_ellipsis,1,1,VPE-C,0,7.440965891,34
L2_14,L2_English,8,filler_null,na,na,null_object,0,2.39384079,34
L2_14,L2_English,9,critical_wanna,1,2,b,0,8.225912094,34
L2_14,L2_English,9,filler_ellipsis,2,1,Gapping-C,0,11.53464198,34
L2_14,L2_English,9,filler_null,na,na,no_null,1,2.156492949,34
L2_14,L2_English,10,critical_wanna,2,1,c,0,2.911676168,34
L2_14,L2_English,10,filler_ellipsis,1,2,VPE-A,0,2.628015995,34
L2_14,L2_English,10,filler_null,na,na,null_subject,1,3.462710142,34
L2_14,L2_English,11,critical_wanna,2,2,d,0,0.572153091,34
L2_14,L2_English,11,filler_ellipsis,2,2,Gapping-A,0,3.526357889,34
L2_14,L2_English,11,filler_null,na,na,null_object,0,4.249840021,34
L2_14,L2_English,12,critical_wanna,1,1,a,0,5.936218023,34
L2_14,L2_English,12,filler_ellipsis,1,1,VPE-C,1,0.071088076,34
L2_14,L2_English,12,filler_null,na,na,no_null,0,2.795614958,34
L2_14,L2_English,13,critical_wanna,1,2,b,0,1.892787933,34
L2_14,L2_English,13,filler_ellipsis,2,1,Gapping-C,1,3.880812168,34
L2_14,L2_English,13,filler_null,na,na,null_subject,0,2.276648045,34
L2_14,L2_English,14,critical_wanna,2,1,c,0,6.504457951,34
L2_14,L2_English,14,filler_ellipsis,1,2,VPE-A,0,4.565654993,34
L2_14,L2_English,14,filler_null,na,na,null_object,0,2.494221926,34
L2_14,L2_English,15,critical_wanna,2,2,d,0,1.053411961,34
L2_14,L2_English,15,filler_ellipsis,2,2,Gapping-A,9,8.493096113,34
L2_14,L2_English,15,filler_null,na,na,no_null,1,0.936340094,34
L2_14,L2_English,16,critical_wanna,1,1,a,0,1.574301004,34
L2_14,L2_English,16,filler_ellipsis,1,1,VPE-C,0,0.254231215,34
L2_14,L2_English,16,filler_null,na,na,null_subject,0,1.843091011,34
L2_14,L2_English,17,critical_wanna,1,2,b,1,8.376295805,34
L2_14,L2_English,17,filler_ellipsis,2,1,Gapping-C,1,0.822911024,34
L2_14,L2_English,17,filler_null,na,na,null_object,0,5.465698957,34
L2_14,L2_English,18,critical_wanna,2,1,c,0,2.661875963,34
L2_14,L2_English,18,filler_ellipsis,1,2,VPE-A,1,4.348986864,34
L2_14,L2_English,18,filler_null,na,na,no_null,1,3.360141039,34
L2_14,L2_English,19,critical_wanna,2,2,d,0,1.942713976,34
L2_14,L2_English,19,filler_ellipsis,2,2,Gapping-A,1,2.560122013,34
L2_14,L2_English,20,critical_wanna,1,1,a,0,8.810614824,34
L2_14,L2_English,20,filler_ellipsis,1,1,VPE-C,1,1.704913139,34
L2_14,L2_English,21,filler_ellipsis,2,1,Gapping-C,1,3.948709965,34
L2_14,L2_English,22,filler_ellipsis,1,2,VPE-A,1,7.440918922,34
L2_14,L2_English,23,filler_ellipsis,2,2,Gapping-A,0,6.203821898,34
L2_14,L2_English,24,filler_ellipsis,1,1,VPE-C,9,0.936800003,34
L2_15,L2_English,1,critical_wanna,2,1,c,1,5.200823069,24
L2_15,L2_English,1,filler_ellipsis,1,2,VPE-A,0,0.735924006,24
L2_15,L2_English,1,filler_null,na,na,null_object,0,3.677136183,24
L2_15,L2_English,1,filler_ungrammatical,na,na,na,1,2.210047007,24
L2_15,L2_English,2,critical_wanna,2,2,d,0,5.786211967,24
L2_15,L2_English,2,filler_ellipsis,2,2,Gapping-A,0,3.113033056,24
L2_15,L2_English,2,filler_null,na,na,no_null,0,2.878885984,24
L2_15,L2_English,2,filler_ungrammatical,na,na,na,1,0.902877092,24
L2_15,L2_English,3,critical_wanna,1,1,a,1,1.124111176,24
L2_15,L2_English,3,filler_ellipsis,1,1,VPE-C,1,0.521992922,24
L2_15,L2_English,3,filler_null,na,na,null_subject,1,3.530228138,24
L2_15,L2_English,3,filler_ungrammatical,na,na,na,1,10.74960685,24
L2_15,L2_English,4,critical_wanna,1,2,b,1,1.371219873,24
L2_15,L2_English,4,filler_ellipsis,2,1,Gapping-C,0,4.011268139,24
L2_15,L2_English,4,filler_null,na,na,null_object,0,1.224001884,24
L2_15,L2_English,4,filler_ungrammatical,na,na,na,1,3.610363007,24
L2_15,L2_English,5,critical_wanna,2,1,c,1,2.142540932,24
L2_15,L2_English,5,filler_ellipsis,1,2,VPE-A,9,4.181617022,24
L2_15,L2_English,5,filler_null,na,na,no_null,0,2.293072939,24
L2_15,L2_English,5,filler_ungrammatical,na,na,na,0,2.774876118,24
L2_15,L2_English,6,critical_wanna,2,2,d,1,1.624772072,24
L2_15,L2_English,6,filler_ellipsis,2,2,Gapping-A,1,0.318509817,24
L2_15,L2_English,6,filler_null,na,na,null_subject,0,1.304058075,24
L2_15,L2_English,6,filler_ungrammatical,na,na,na,0,3.914677143,24
L2_15,L2_English,7,critical_wanna,1,1,a,1,1.106454849,24
L2_15,L2_English,7,filler_ellipsis,1,1,VPE-C,1,0.939925909,24
L2_15,L2_English,7,filler_null,na,na,null_object,1,1.407971859,24
L2_15,L2_English,8,critical_wanna,1,2,b,1,4.165201902,24
L2_15,L2_English,8,filler_ellipsis,2,1,Gapping-C,1,2.978825808,24
L2_15,L2_English,8,filler_null,na,na,no_null,1,0.739151001,24
L2_15,L2_English,9,critical_wanna,2,1,c,9,7.540962219,24
L2_15,L2_English,9,filler_ellipsis,1,2,VPE-A,1,5.435041904,24
L2_15,L2_English,9,filler_null,na,na,null_subject,1,0.188174009,24
L2_15,L2_English,10,critical_wanna,2,2,d,1,2.226795197,24
L2_15,L2_English,10,filler_ellipsis,2,2,Gapping-A,0,3.998291969,24
L2_15,L2_English,10,filler_null,na,na,null_object,0,4.833106041,24
L2_15,L2_English,11,critical_wanna,1,1,a,1,1.60828495,24
L2_15,L2_English,11,filler_ellipsis,1,1,VPE-C,1,2.07593894,24
L2_15,L2_English,11,filler_null,na,na,no_null,0,1.023150921,24
L2_15,L2_English,12,critical_wanna,1,2,b,0,2.811629057,24
L2_15,L2_English,12,filler_ellipsis,2,1,Gapping-C,1,1.157428026,24
L2_15,L2_English,12,filler_null,na,na,null_subject,1,0.305211067,24
L2_15,L2_English,13,critical_wanna,2,1,c,1,2.193240881,24
L2_15,L2_English,13,filler_ellipsis,1,2,VPE-A,0,5.465339184,24
L2_15,L2_English,13,filler_null,na,na,null_object,0,3.577054024,24
L2_15,L2_English,14,critical_wanna,2,2,d,1,0.673080206,24
L2_15,L2_English,14,filler_ellipsis,2,2,Gapping-A,1,0.518857956,24
L2_15,L2_English,14,filler_null,na,na,no_null,0,7.540949821,24
L2_15,L2_English,15,critical_wanna,1,1,a,0,4.616775036,24
L2_15,L2_English,15,filler_ellipsis,1,1,VPE-C,0,5.267878056,24
L2_15,L2_English,15,filler_null,na,na,null_subject,0,1.290934086,24
L2_15,L2_English,16,critical_wanna,1,2,b,0,2.059592962,24
L2_15,L2_English,16,filler_ellipsis,2,1,Gapping-C,0,0.839785099,24
L2_15,L2_English,16,filler_null,na,na,null_object,1,0.939293861,24
L2_15,L2_English,17,critical_wanna,2,1,c,0,1.123602867,24
L2_15,L2_English,17,filler_ellipsis,1,2,VPE-A,0,4.432493925,24
L2_15,L2_English,17,filler_null,na,na,no_null,1,1.508659124,24
L2_15,L2_English,18,critical_wanna,2,2,d,1,1.859246969,24
L2_15,L2_English,18,filler_ellipsis,2,2,Gapping-A,0,1.624891043,24
L2_15,L2_English,18,filler_null,na,na,null_subject,0,2.560761929,24
L2_15,L2_English,19,critical_wanna,1,1,a,0,4.616089821,24
L2_15,L2_English,19,filler_ellipsis,1,1,VPE-C,9,2.373564005,24
L2_15,L2_English,20,critical_wanna,1,2,b,0,3.577013969,24
L2_15,L2_English,20,filler_ellipsis,2,1,Gapping-C,1,0.455404997,24
L2_15,L2_English,21,filler_ellipsis,1,2,VPE-A,0,3.396085978,24
L2_15,L2_English,22,filler_ellipsis,2,2,Gapping-A,0,2.36033392,24
L2_15,L2_English,23,filler_ellipsis,1,1,VPE-C,1,1.642095804,24
L2_15,L2_English,24,filler_ellipsis,2,1,Gapping-C,0,2.176990986,24
L2_16,L2_English,1,critical_wanna,2,2,d,1,1.106291056,42
L2_16,L2_English,1,filler_ellipsis,2,2,Gapping-A,0,0.271324158,42
L2_16,L2_English,1,filler_null,na,na,null_object,1,0.806236029,42
L2_16,L2_English,1,filler_ungrammatical,na,na,na,0,0.38523078,42
L2_16,L2_English,2,critical_wanna,1,1,a,1,0.438475132,42
L2_16,L2_English,2,filler_ellipsis,1,1,VPE-C,9,0.706336975,42
L2_16,L2_English,2,filler_null,na,na,no_null,1,0.050723076,42
L2_16,L2_English,2,filler_ungrammatical,na,na,na,0,6.366052866,42
L2_16,L2_English,3,critical_wanna,1,2,b,1,0.338228941,42
L2_16,L2_English,3,filler_ellipsis,2,1,Gapping-C,0,0.284805059,42
L2_16,L2_English,3,filler_null,na,na,null_subject,0,0.033908129,42
L2_16,L2_English,3,filler_ungrammatical,na,na,na,0,1.290637016,42
L2_16,L2_English,4,critical_wanna,2,1,c,0,1.808466911,42
L2_16,L2_English,4,filler_ellipsis,1,2,VPE-A,1,0.652304888,42
L2_16,L2_English,4,filler_null,na,na,null_object,1,0.455285788,42
L2_16,L2_English,4,filler_ungrammatical,na,na,na,0,5.467993975,42
L2_16,L2_English,5,critical_wanna,2,2,d,1,0.301316977,42
L2_16,L2_English,5,filler_ellipsis,2,2,Gapping-A,0,0.719105959,42
L2_16,L2_English,5,filler_null,na,na,no_null,1,0.405372143,42
L2_16,L2_English,5,filler_ungrammatical,na,na,na,1,0.471884966,42
L2_16,L2_English,6,critical_wanna,1,1,a,1,1.356930017,42
L2_16,L2_English,6,filler_ellipsis,1,1,VPE-C,1,0.304239035,42
L2_16,L2_English,6,filler_null,na,na,null_subject,0,0.301596165,42
L2_16,L2_English,6,filler_ungrammatical,na,na,na,1,1.273669004,42
L2_16,L2_English,7,critical_wanna,1,2,b,1,0.355079174,42
L2_16,L2_English,7,filler_ellipsis,2,1,Gapping-C,1,0.338682175,42
L2_16,L2_English,7,filler_null,na,na,null_object,1,0.506377935,42
L2_16,L2_English,8,critical_wanna,2,1,c,0,0.722673893,42
L2_16,L2_English,8,filler_ellipsis,1,2,VPE-A,1,0.589068174,42
L2_16,L2_English,8,filler_null,na,na,no_null,1,0.287862062,42
L2_16,L2_English,9,critical_wanna,2,2,d,1,0.435158014,42
L2_16,L2_English,9,filler_ellipsis,2,2,Gapping-A,0,0.305438995,42
L2_16,L2_English,9,filler_null,na,na,null_subject,0,0.171730995,42
L2_16,L2_English,10,critical_wanna,1,1,a,1,0.572221041,42
L2_16,L2_English,10,filler_ellipsis,1,1,VPE-C,1,0.688962936,42
L2_16,L2_English,10,filler_null,na,na,null_object,1,0.28797698,42
L2_16,L2_English,11,critical_wanna,1,2,b,1,0.437685013,42
L2_16,L2_English,11,filler_ellipsis,2,1,Gapping-C,9,0.321107864,42
L2_16,L2_English,11,filler_null,na,na,no_null,1,1.658005953,42
L2_16,L2_English,12,critical_wanna,2,1,c,0,2.377141953,42
L2_16,L2_English,12,filler_ellipsis,1,2,VPE-A,1,0.305068016,42
L2_16,L2_English,12,filler_null,na,na,null_subject,0,0.171612024,42
L2_16,L2_English,13,critical_wanna,2,2,d,1,0.270653963,42
L2_16,L2_English,13,filler_ellipsis,2,2,Gapping-A,0,0.571989059,42
L2_16,L2_English,13,filler_null,na,na,null_object,1,0.439868212,42
L2_16,L2_English,14,critical_wanna,1,1,a,1,0.301372051,42
L2_16,L2_English,14,filler_ellipsis,1,1,VPE-C,0,0.321497917,42
L2_16,L2_English,14,filler_null,na,na,no_null,1,0.606211901,42
L2_16,L2_English,15,critical_wanna,1,2,b,9,0.805514812,42
L2_16,L2_English,15,filler_ellipsis,2,1,Gapping-C,0,0.438117981,42
L2_16,L2_English,15,filler_null,na,na,null_subject,0,0.28815794,42
L2_16,L2_English,16,critical_wanna,2,1,c,9,0.388349056,42
L2_16,L2_English,16,filler_ellipsis,1,2,VPE-A,0,0.154476166,42
L2_16,L2_English,16,filler_null,na,na,null_object,1,0.304935932,42
L2_16,L2_English,17,critical_wanna,2,2,d,1,0.321704149,42
L2_16,L2_English,17,filler_ellipsis,2,2,Gapping-A,0,0.81938386,42
L2_16,L2_English,17,filler_null,na,na,no_null,1,0.334803104,42
L2_16,L2_English,18,critical_wanna,1,1,a,1,0.271389008,42
L2_16,L2_English,18,filler_ellipsis,1,1,VPE-C,1,2.12614584,42
L2_16,L2_English,18,filler_null,na,na,null_subject,0,0.087832928,42
L2_16,L2_English,19,critical_wanna,1,2,b,1,0.304753065,42
L2_16,L2_English,19,filler_ellipsis,2,1,Gapping-C,1,0.555416822,42
L2_16,L2_English,20,critical_wanna,2,1,c,0,1.424758911,42
L2_16,L2_English,20,filler_ellipsis,1,2,VPE-A,1,1.206915855,42
L2_16,L2_English,21,filler_ellipsis,2,2,Gapping-A,0,0.272356987,42
L2_16,L2_English,22,filler_ellipsis,1,1,VPE-C,1,0.301259041,42
L2_16,L2_English,23,filler_ellipsis,2,1,Gapping-C,0,0.374619007,42
L2_16,L2_English,24,filler_ellipsis,1,2,VPE-A,1,1.624709129,42
L2_17,L2_English,1,critical_wanna,1,1,a,1,0.422381163,16
L2_17,L2_English,1,filler_ellipsis,1,1,VPE-C,1,0.572214127,16
L2_17,L2_English,1,filler_null,na,na,no_null,1,0.989563942,16
L2_17,L2_English,1,filler_ungrammatical,na,na,na,1,3.813823938,16
L2_17,L2_English,2,critical_wanna,1,2,b,1,1.791658163,16
L2_17,L2_English,2,filler_ellipsis,2,1,Gapping-C,1,0.404911995,16
L2_17,L2_English,2,filler_null,na,na,null_subject,1,1.190086126,16
L2_17,L2_English,2,filler_ungrammatical,na,na,na,1,0.8732512,16
L2_17,L2_English,3,critical_wanna,2,1,c,1,0.722768068,16
L2_17,L2_English,3,filler_ellipsis,1,2,VPE-A,1,1.692073822,16
L2_17,L2_English,3,filler_null,na,na,null_object,1,1.190948963,16
L2_17,L2_English,3,filler_ungrammatical,na,na,na,0,1.354147911,16
L2_17,L2_English,4,critical_wanna,2,2,d,1,2.477500916,16
L2_17,L2_English,4,filler_ellipsis,2,2,Gapping-A,1,1.938887835,16
L2_17,L2_English,4,filler_null,na,na,no_null,1,1.475025892,16
L2_17,L2_English,4,filler_ungrammatical,na,na,na,1,4.482203007,16
L2_17,L2_English,5,critical_wanna,1,1,a,1,1.341032982,16
L2_17,L2_English,5,filler_ellipsis,1,1,VPE-C,1,0.422158957,16
L2_17,L2_English,5,filler_null,na,na,null_subject,0,2.25986886,16
L2_17,L2_English,5,filler_ungrammatical,na,na,na,1,2.310495138,16
L2_17,L2_English,6,critical_wanna,1,2,b,1,1.387730122,16
L2_17,L2_English,6,filler_ellipsis,2,1,Gapping-C,1,1.90918994,16
L2_17,L2_English,6,filler_null,na,na,null_object,1,0.355532169,16
L2_17,L2_English,6,filler_ungrammatical,na,na,na,0,1.421117067,16
L2_17,L2_English,7,critical_wanna,2,1,c,1,0.555635214,16
L2_17,L2_English,7,filler_ellipsis,1,2,VPE-A,1,6.655591011,16
L2_17,L2_English,7,filler_null,na,na,no_null,1,3.192485809,16
L2_17,L2_English,8,critical_wanna,2,2,d,1,2.193156958,16
L2_17,L2_English,8,filler_ellipsis,2,2,Gapping-A,0,8.577227116,16
L2_17,L2_English,8,filler_null,na,na,null_subject,1,1.558391094,16
L2_17,L2_English,9,critical_wanna,1,1,a,1,10.31135607,16
L2_17,L2_English,9,filler_ellipsis,1,1,VPE-C,1,9.897405863,16
L2_17,L2_English,9,filler_null,na,na,null_object,1,1.207112074,16
L2_17,L2_English,10,critical_wanna,1,2,b,1,1.341135979,16
L2_17,L2_English,10,filler_ellipsis,2,1,Gapping-C,0,1.090539932,16
L2_17,L2_English,10,filler_null,na,na,no_null,1,0.656021833,16
L2_17,L2_English,11,critical_wanna,2,1,c,1,3.731021881,16
L2_17,L2_English,11,filler_ellipsis,1,2,VPE-A,0,4.415879965,16
L2_17,L2_English,11,filler_null,na,na,null_subject,1,1.207184792,16
L2_17,L2_English,12,critical_wanna,2,2,d,0,1.591739893,16
L2_17,L2_English,12,filler_ellipsis,2,2,Gapping-A,0,11.04685402,16
L2_17,L2_English,12,filler_null,na,na,null_object,1,0.668754101,16
L2_17,L2_English,13,critical_wanna,1,1,a,1,1.073651075,16
L2_17,L2_English,13,filler_ellipsis,1,1,VPE-C,1,0.555235863,16
L2_17,L2_English,13,filler_null,na,na,no_null,1,0.401803017,16
L2_17,L2_English,14,critical_wanna,1,2,b,1,1.42110014,16
L2_17,L2_English,14,filler_ellipsis,2,1,Gapping-C,1,1.140524149,16
L2_17,L2_English,14,filler_null,na,na,null_subject,1,0.889899969,16
L2_17,L2_English,15,critical_wanna,2,1,c,1,1.374274969,16
L2_17,L2_English,15,filler_ellipsis,1,2,VPE-A,1,5.101388931,16
L2_17,L2_English,15,filler_null,na,na,null_object,1,1.374237061,16
L2_17,L2_English,16,critical_wanna,2,2,d,1,0.388653994,16
L2_17,L2_English,16,filler_ellipsis,2,2,Gapping-A,1,2.71132803,16
L2_17,L2_English,16,filler_null,na,na,no_null,1,2.911983967,16
L2_17,L2_English,17,critical_wanna,1,1,a,1,5.936353922,16
L2_17,L2_English,17,filler_ellipsis,1,1,VPE-C,1,0.723149061,16
L2_17,L2_English,17,filler_null,na,na,null_subject,1,1.303992033,16
L2_17,L2_English,18,critical_wanna,1,2,b,1,1.892651081,16
L2_17,L2_English,18,filler_ellipsis,2,1,Gapping-C,1,2.076748848,16
L2_17,L2_English,18,filler_null,na,na,null_object,1,1.424247026,16
L2_17,L2_English,19,critical_wanna,2,1,c,0,3.965018988,16
L2_17,L2_English,19,filler_ellipsis,1,2,VPE-A,1,2.727670908,16
L2_17,L2_English,20,critical_wanna,2,2,d,1,3.079155922,16
L2_17,L2_English,20,filler_ellipsis,2,2,Gapping-A,9,0.504784107,16
L2_17,L2_English,21,filler_ellipsis,1,1,VPE-C,1,0.672485113,16
L2_17,L2_English,22,filler_ellipsis,2,1,Gapping-C,1,1.525003195,16
L2_17,L2_English,23,filler_ellipsis,1,2,VPE-A,1,7.389906883,16
L2_17,L2_English,24,filler_ellipsis,2,2,Gapping-A,1,1.173845053,16
L2_18,L2_English,1,critical_wanna,1,2,b,1,0.719168901,17
L2_18,L2_English,1,filler_ellipsis,2,1,Gapping-C,1,1.725363016,17
L2_18,L2_English,1,filler_null,na,na,null_subject,1,3.209233999,17
L2_18,L2_English,1,filler_ungrammatical,na,na,na,1,0.438760042,17
L2_18,L2_English,2,critical_wanna,2,1,c,1,0.318001986,17
L2_18,L2_English,2,filler_ellipsis,1,2,VPE-A,1,0.271422863,17
L2_18,L2_English,2,filler_null,na,na,null_object,1,7.006125927,17
L2_18,L2_English,2,filler_ungrammatical,na,na,na,1,1.15719986,17
L2_18,L2_English,3,critical_wanna,2,2,d,9,5.384927034,17
L2_18,L2_English,3,filler_ellipsis,2,2,Gapping-A,9,1.541683197,17
L2_18,L2_English,3,filler_null,na,na,no_null,1,1.407399893,17
L2_18,L2_English,3,filler_ungrammatical,na,na,na,1,0.354968071,17
L2_18,L2_English,4,critical_wanna,1,1,a,1,1.825429916,17
L2_18,L2_English,4,filler_ellipsis,1,1,VPE-C,1,1.307734013,17
L2_18,L2_English,4,filler_null,na,na,null_subject,1,0.522083044,17
L2_18,L2_English,4,filler_ungrammatical,na,na,na,1,0.301144838,17
L2_18,L2_English,5,critical_wanna,1,2,b,1,3.37966013,17
L2_18,L2_English,5,filler_ellipsis,2,1,Gapping-C,1,0.571851015,17
L2_18,L2_English,5,filler_null,na,na,null_object,1,0.505513906,17
L2_18,L2_English,5,filler_ungrammatical,na,na,na,1,0.234542847,17
L2_18,L2_English,6,critical_wanna,2,1,c,9,1.889199018,17
L2_18,L2_English,6,filler_ellipsis,1,2,VPE-A,9,16.96539307,17
L2_18,L2_English,6,filler_null,na,na,no_null,1,0.304117918,17
L2_18,L2_English,6,filler_ungrammatical,na,na,na,1,2.660708904,17
L2_18,L2_English,7,critical_wanna,2,2,d,1,1.240472078,17
L2_18,L2_English,7,filler_ellipsis,2,2,Gapping-A,1,2.543781996,17
L2_18,L2_English,7,filler_null,na,na,null_subject,1,3.27908206,17
L2_18,L2_English,8,critical_wanna,1,1,a,1,0.822758198,17
L2_18,L2_English,8,filler_ellipsis,1,1,VPE-C,1,0.468571186,17
L2_18,L2_English,8,filler_null,na,na,null_object,9,0.234607935,17
L2_18,L2_English,9,critical_wanna,1,2,b,1,0.655951977,17
L2_18,L2_English,9,filler_ellipsis,2,1,Gapping-C,1,3.145697117,17
L2_18,L2_English,9,filler_null,na,na,no_null,1,0.638879061,17
L2_18,L2_English,10,critical_wanna,2,1,c,1,0.973181009,17
L2_18,L2_English,10,filler_ellipsis,1,2,VPE-A,1,0.438126087,17
L2_18,L2_English,10,filler_null,na,na,null_subject,1,3.245672941,17
L2_18,L2_English,11,critical_wanna,2,2,d,1,0.287619829,17
L2_18,L2_English,11,filler_ellipsis,2,2,Gapping-A,1,0.869456053,17
L2_18,L2_English,11,filler_null,na,na,null_object,1,3.413441896,17
L2_18,L2_English,12,critical_wanna,1,1,a,1,1.307610989,17
L2_18,L2_English,12,filler_ellipsis,1,1,VPE-C,1,6.718679905,17
L2_18,L2_English,12,filler_null,na,na,no_null,1,0.956717014,17
L2_18,L2_English,13,critical_wanna,1,2,b,1,1.106986046,17
L2_18,L2_English,13,filler_ellipsis,2,1,Gapping-C,1,0.622409105,17
L2_18,L2_English,13,filler_null,na,na,null_subject,1,0.388283014,17
L2_18,L2_English,14,critical_wanna,2,1,c,1,3.20955801,17
L2_18,L2_English,14,filler_ellipsis,1,2,VPE-A,1,1.35744381,17
L2_18,L2_English,14,filler_null,na,na,null_object,9,6.003036022,17
L2_18,L2_English,15,critical_wanna,2,2,d,1,1.591266871,17
L2_18,L2_English,15,filler_ellipsis,2,2,Gapping-A,9,0.522117853,17
L2_18,L2_English,15,filler_null,na,na,no_null,1,1.858701944,17
L2_18,L2_English,16,critical_wanna,1,1,a,1,0.923197985,17
L2_18,L2_English,16,filler_ellipsis,1,1,VPE-C,1,0.351611137,17
L2_18,L2_English,16,filler_null,na,na,null_subject,1,0.037176847,17
L2_18,L2_English,17,critical_wanna,1,2,b,1,0.167613029,17
L2_18,L2_English,17,filler_ellipsis,2,1,Gapping-C,1,8.573400974,17
L2_18,L2_English,17,filler_null,na,na,null_object,1,0.471773148,17
L2_18,L2_English,18,critical_wanna,2,1,c,1,0.404348135,17
L2_18,L2_English,18,filler_ellipsis,1,2,VPE-A,1,3.379611969,17
L2_18,L2_English,18,filler_null,na,na,no_null,1,0.40498805,17
L2_18,L2_English,19,critical_wanna,2,2,d,1,2.610948086,17
L2_18,L2_English,19,filler_ellipsis,2,2,Gapping-A,1,0.304892063,17
L2_18,L2_English,20,critical_wanna,1,1,a,1,0.939391136,17
L2_18,L2_English,20,filler_ellipsis,1,1,VPE-C,0,0.889437914,17
L2_18,L2_English,21,filler_ellipsis,2,1,Gapping-C,1,0.404998064,17
L2_18,L2_English,22,filler_ellipsis,1,2,VPE-A,9,1.136920929,17
L2_18,L2_English,23,filler_ellipsis,2,2,Gapping-A,1,3.764292002,17
L2_18,L2_English,24,filler_ellipsis,1,1,VPE-C,1,1.023131132,17
L2_19,L2_English,1,critical_wanna,2,1,c,1,3.229718924,26
L2_19,L2_English,1,filler_ellipsis,1,2,VPE-A,1,2.093732119,26
L2_19,L2_English,1,filler_null,na,na,null_object,1,0.217827082,26
L2_19,L2_English,1,filler_ungrammatical,na,na,na,0,1.253844023,26
